OP_UNIQUE_CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,SERVICE_CLASS,REV_ACRFT_DEP_PERF_510,REV_PAX_ENP_110
FX,Federal Express Corporation,10685,K,77,0
FX,Federal Express Corporation,11986,K,429,0
FX,Federal Express Corporation,11283,K,2,0
FX,Federal Express Corporation,12003,K,493,0
FX,Federal Express Corporation,11995,K,679,0
FX,Federal Express Corporation,11415,K,122,0
FX,Federal Express Corporation,13230,K,409,0
FX,Federal Express Corporation,11468,K,57,0
FX,Federal Express Corporation,10529,K,239,0
FX,Federal Express Corporation,10170,K,60,0
FX,Federal Express Corporation,12173,K,844,0
FX,Federal Express Corporation,12266,K,345,0
FX,Federal Express Corporation,12217,K,108,0
FX,Federal Express Corporation,12339,K,4034,0
FX,Federal Express Corporation,12441,K,60,0
FX,Federal Express Corporation,10157,K,148,0
FX,Federal Express Corporation,12451,K,202,0
FX,Federal Express Corporation,15973,K,2,0
FX,Federal Express Corporation,15525,K,115,0
FX,Federal Express Corporation,13198,K,276,0
FX,Federal Express Corporation,12889,K,356,0
FX,Federal Express Corporation,12992,K,3,0
FX,Federal Express Corporation,12954,K,63,0
FX,Federal Express Corporation,10732,K,524,0
FX,Federal Express Corporation,12892,K,1259,0
FX,Federal Express Corporation,14730,K,192,0
FX,Federal Express Corporation,12896,K,541,0
FX,Federal Express Corporation,13485,K,204,0
FX,Federal Express Corporation,13244,K,17592,0
FX,Federal Express Corporation,13303,K,594,0
FX,Federal Express Corporation,13461,K,87,0
FX,Federal Express Corporation,13342,K,637,0
FX,Federal Express Corporation,10631,K,61,0
FX,Federal Express Corporation,13487,K,437,0
FX,Federal Express Corporation,10693,K,223,0
FX,Federal Express Corporation,15070,K,64,0
FX,Federal Express Corporation,13495,K,153,0
FX,Federal Express Corporation,12478,K,348,0
FX,Federal Express Corporation,11618,K,1969,0
FX,Federal Express Corporation,10347,K,1,0
FX,Federal Express Corporation,13931,K,166,0
FX,Federal Express Corporation,13796,K,2001,0
FX,Federal Express Corporation,11013,K,54,0
FX,Federal Express Corporation,13851,K,122,0
FX,Federal Express Corporation,15381,K,62,0
FX,Federal Express Corporation,13871,K,486,0
FX,Federal Express Corporation,13891,K,1096,0
FX,Federal Express Corporation,13204,K,347,0
FX,Federal Express Corporation,15310,K,1,0
FX,Federal Express Corporation,14100,K,371,0
FX,Federal Express Corporation,14107,K,760,0
FX,Federal Express Corporation,14122,K,351,0
FX,Federal Express Corporation,14057,K,882,0
FX,Federal Express Corporation,14307,K,186,0
FX,Federal Express Corporation,14492,K,359,0
FX,Federal Express Corporation,14570,K,268,0
FX,Federal Express Corporation,14524,K,196,0
FX,Federal Express Corporation,14842,K,88,0
FX,Federal Express Corporation,14633,K,94,0
FX,Federal Express Corporation,14576,K,220,0
FX,Federal Express Corporation,16665,K,1,0
FX,Federal Express Corporation,14893,K,579,0
FX,Federal Express Corporation,10666,K,122,0
FX,Federal Express Corporation,15016,K,117,0
FX,Federal Express Corporation,14489,K,118,0
FX,Federal Express Corporation,14869,K,875,0
FX,Federal Express Corporation,14683,K,364,0
FX,Federal Express Corporation,14679,K,482,0
FX,Federal Express Corporation,14771,K,126,0
FX,Federal Express Corporation,11980,K,76,0
FX,Federal Express Corporation,14831,K,115,0
FX,Federal Express Corporation,13127,K,62,0
FX,Federal Express Corporation,14843,K,601,0
FX,Federal Express Corporation,12899,K,68,0
FX,Federal Express Corporation,14908,K,64,0
FX,Federal Express Corporation,11050,K,60,0
FX,Federal Express Corporation,14747,K,628,0
FX,Federal Express Corporation,14487,K,147,0
FX,Federal Express Corporation,14814,K,180,0
FX,Federal Express Corporation,14691,K,62,0
FX,Federal Express Corporation,11775,K,333,0
FX,Federal Express Corporation,14905,K,206,0
FX,Federal Express Corporation,12094,K,63,0
FX,Federal Express Corporation,13061,K,124,0
FX,Federal Express Corporation,15096,K,274,0
FX,Federal Express Corporation,12902,K,1,0
FX,Federal Express Corporation,15304,K,353,0
FX,Federal Express Corporation,15376,K,116,0
FX,Federal Express Corporation,13788,K,2,0
FX,Federal Express Corporation,15370,K,224,0
FX,Federal Express Corporation,12264,K,252,0
FX,Federal Express Corporation,11198,K,63,0
FX,Federal Express Corporation,14027,K,65,0
FX,Federal Express Corporation,12917,K,357,0
FX,Federal Express Corporation,12278,K,305,0
FX,Federal Express Corporation,10299,K,1029,0
FX,Federal Express Corporation,10423,K,525,0
FX,Federal Express Corporation,10561,K,129,0
FX,Federal Express Corporation,10194,K,1337,0
FX,Federal Express Corporation,11996,K,166,0
FX,Federal Express Corporation,13158,K,63,0
FX,Federal Express Corporation,14685,K,64,0
FX,Federal Express Corporation,14696,K,105,0
FX,Federal Express Corporation,11884,K,474,0
FX,Federal Express Corporation,14783,K,64,0
FX,Federal Express Corporation,12363,K,193,0
FX,Federal Express Corporation,15249,K,217,0
FX,Federal Express Corporation,11337,K,62,0
FX,Federal Express Corporation,10581,K,89,0
FX,Federal Express Corporation,10713,K,206,0
FX,Federal Express Corporation,14698,K,116,0
FX,Federal Express Corporation,14588,K,70,0
FX,Federal Express Corporation,16101,K,91,0
FX,Federal Express Corporation,13541,K,58,0
FX,Federal Express Corporation,11003,K,166,0
FX,Federal Express Corporation,10154,K,57,0
FX,Federal Express Corporation,15412,K,200,0
FX,Federal Express Corporation,10141,K,57,0
FX,Federal Express Corporation,14457,K,60,0
FX,Federal Express Corporation,10333,K,53,0
FX,Federal Express Corporation,12223,K,116,0
FX,Federal Express Corporation,10654,K,63,0
FX,Federal Express Corporation,14321,K,287,0
FX,Federal Express Corporation,10617,K,54,0
FX,Federal Express Corporation,14252,K,91,0
FX,Federal Express Corporation,10817,K,63,0
FX,Federal Express Corporation,10135,K,206,0
FX,Federal Express Corporation,10785,K,64,0
FX,Federal Express Corporation,11603,K,124,0
FX,Federal Express Corporation,11921,K,64,0
FX,Federal Express Corporation,10918,K,59,0
FX,Federal Express Corporation,12982,K,141,0
FX,Federal Express Corporation,13296,K,142,0
FX,Federal Express Corporation,11002,K,64,0
FX,Federal Express Corporation,13264,K,146,0
FX,Federal Express Corporation,14711,K,179,0
FX,Federal Express Corporation,13476,K,63,0
FX,Federal Express Corporation,10930,K,76,0
FX,Federal Express Corporation,14689,K,65,0
FX,Federal Express Corporation,11315,K,60,0
FX,Federal Express Corporation,11588,K,94,0
FX,Federal Express Corporation,10562,K,132,0
FX,Federal Express Corporation,10558,K,64,0
FX,Federal Express Corporation,11587,K,62,0
FX,Federal Express Corporation,11823,K,128,0
FX,Federal Express Corporation,13546,K,67,0
FX,Federal Express Corporation,11695,K,60,0
FX,Federal Express Corporation,11762,K,56,0
FX,Federal Express Corporation,12018,K,76,0
FX,Federal Express Corporation,11867,K,57,0
FX,Federal Express Corporation,12951,K,64,0
FX,Federal Express Corporation,13785,K,173,0
FX,Federal Express Corporation,13577,K,63,0
FX,Federal Express Corporation,11076,K,51,0
FX,Federal Express Corporation,11049,K,47,0
FX,Federal Express Corporation,12184,K,63,0
FX,Federal Express Corporation,13890,K,65,0
FX,Federal Express Corporation,12206,K,166,0
FX,Federal Express Corporation,12436,K,58,0
FX,Federal Express Corporation,10849,K,173,0
FX,Federal Express Corporation,12335,K,56,0
FX,Federal Express Corporation,11122,K,410,0
FX,Federal Express Corporation,10980,K,64,0
FX,Federal Express Corporation,11630,K,63,0
FX,Federal Express Corporation,11648,K,63,0
FX,Federal Express Corporation,12492,K,74,0
FX,Federal Express Corporation,13486,K,64,0
FX,Federal Express Corporation,11555,K,107,0
FX,Federal Express Corporation,11624,K,64,0
FX,Federal Express Corporation,11150,K,63,0
FX,Federal Express Corporation,13024,K,73,0
FX,Federal Express Corporation,12280,K,64,0
FX,Federal Express Corporation,12956,K,58,0
FX,Federal Express Corporation,14113,K,65,0
FX,Federal Express Corporation,12132,K,66,0
FX,Federal Express Corporation,10627,K,90,0
FX,Federal Express Corporation,13501,K,64,0
FX,Federal Express Corporation,13297,K,1,0
FX,Federal Express Corporation,13459,K,56,0
FX,Federal Express Corporation,11308,K,43,0
FX,Federal Express Corporation,13540,K,59,0
FX,Federal Express Corporation,14004,K,1,0
FX,Federal Express Corporation,11617,K,64,0
FX,Federal Express Corporation,11637,K,619,0
FX,Federal Express Corporation,11721,K,124,0
FX,Federal Express Corporation,13964,K,77,0
FX,Federal Express Corporation,14150,K,60,0
FX,Federal Express Corporation,14054,K,88,0
FX,Federal Express Corporation,12016,K,13,0
FX,Federal Express Corporation,14120,K,57,0
FX,Federal Express Corporation,13433,K,84,0
FX,Federal Express Corporation,14231,K,74,0
FX,Federal Express Corporation,14520,K,86,0
FX,Federal Express Corporation,14543,K,75,0
FX,Federal Express Corporation,15048,K,1,0
FX,Federal Express Corporation,14467,K,65,0
FX,Federal Express Corporation,12236,K,1,0
FX,Federal Express Corporation,15380,K,56,0
FX,Federal Express Corporation,14794,K,65,0
FX,Federal Express Corporation,14871,K,65,0
FX,Federal Express Corporation,14704,K,173,0
FX,Federal Express Corporation,10397,V,1,
FX,Federal Express Corporation,13930,V,3,
FX,Federal Express Corporation,11995,V,1,0
FX,Federal Express Corporation,10529,V,1,
FX,Federal Express Corporation,12173,V,1,
FX,Federal Express Corporation,12892,V,2,
FX,Federal Express Corporation,11375,V,4,0
FX,Federal Express Corporation,13244,V,16,
FX,Federal Express Corporation,13667,V,22,0
FX,Federal Express Corporation,13204,V,1,
FX,Federal Express Corporation,14683,V,2,0
FX,Federal Express Corporation,14747,V,1,
FX,Federal Express Corporation,10299,V,5,
FX,Federal Express Corporation,13772,V,2,
FX,Federal Express Corporation,10136,K,126,0
FX,Federal Express Corporation,15389,K,71,0
FX,Federal Express Corporation,10257,K,175,0
FX,Federal Express Corporation,10140,K,323,0
FX,Federal Express Corporation,10397,K,625,0
FX,Federal Express Corporation,11537,K,115,0
FX,Federal Express Corporation,15041,K,65,0
FX,Federal Express Corporation,10821,K,521,0
FX,Federal Express Corporation,10620,K,142,0
FX,Federal Express Corporation,10599,K,64,0
FX,Federal Express Corporation,14574,K,64,0
FX,Federal Express Corporation,15458,K,77,0
FX,Federal Express Corporation,10721,K,461,0
FX,Federal Express Corporation,10434,K,61,0
FX,Federal Express Corporation,10792,K,162,0
FX,Federal Express Corporation,10800,K,129,0
FX,Federal Express Corporation,12323,K,64,0
FX,Federal Express Corporation,13246,K,63,0
FX,Federal Express Corporation,15601,K,166,0
FX,Federal Express Corporation,10994,K,51,0
FX,Federal Express Corporation,11057,K,234,0
FX,Federal Express Corporation,11470,K,77,0
FX,Federal Express Corporation,15024,K,83,0
FX,Federal Express Corporation,12365,K,59,0
FX,Federal Express Corporation,12389,K,79,0
FX,Federal Express Corporation,13930,K,604,0
FX,Federal Express Corporation,13862,K,64,0
FX,Federal Express Corporation,15027,K,63,0
FX,Federal Express Corporation,11193,K,128,0
FX,Federal Express Corporation,11042,K,297,0
FX,Federal Express Corporation,11109,K,80,0
FX,Federal Express Corporation,10868,K,214,0
FX,Federal Express Corporation,11298,K,407,0
FX,Federal Express Corporation,12402,K,11,0
FX,Federal Express Corporation,11267,K,64,0
FX,Federal Express Corporation,15086,K,1,0
FX,Federal Express Corporation,11292,K,422,0
FX,Federal Express Corporation,11423,K,141,0
FX,Federal Express Corporation,13347,K,64,0
FX,Federal Express Corporation,11433,K,348,0
FX,Federal Express Corporation,13034,K,64,0
FX,Federal Express Corporation,11413,K,77,0
FX,Federal Express Corporation,11097,K,63,0
FX,Federal Express Corporation,11540,K,199,0
FX,Federal Express Corporation,10408,K,63,0
FX,Federal Express Corporation,11697,K,516,0
FX,Federal Express Corporation,14635,K,64,0
FX,Federal Express Corporation,11711,K,139,0
FX,Federal Express Corporation,11638,K,64,0
FX,Federal Express Corporation,11203,K,62,0
FX,Federal Express Corporation,10685,K,77,0
FX,Federal Express Corporation,16860,K,1,0
FX,Federal Express Corporation,11986,K,467,0
FX,Federal Express Corporation,12003,K,491,0
FX,Federal Express Corporation,11995,K,695,0
FX,Federal Express Corporation,11415,K,123,0
FX,Federal Express Corporation,13230,K,371,0
FX,Federal Express Corporation,11468,K,65,0
FX,Federal Express Corporation,10529,K,245,0
FX,Federal Express Corporation,10170,K,63,0
FX,Federal Express Corporation,12173,K,788,0
FX,Federal Express Corporation,12266,K,344,0
FX,Federal Express Corporation,12217,K,111,0
FX,Federal Express Corporation,12339,K,4006,0
FX,Federal Express Corporation,12441,K,64,0
FX,Federal Express Corporation,10157,K,164,0
FX,Federal Express Corporation,12451,K,203,0
FX,Federal Express Corporation,15525,K,115,0
FX,Federal Express Corporation,13198,K,278,0
FX,Federal Express Corporation,12889,K,348,0
FX,Federal Express Corporation,11110,K,1,0
FX,Federal Express Corporation,12992,K,1,0
FX,Federal Express Corporation,12954,K,64,0
FX,Federal Express Corporation,10732,K,522,0
FX,Federal Express Corporation,12892,K,1187,0
FX,Federal Express Corporation,14730,K,192,0
FX,Federal Express Corporation,12896,K,554,0
FX,Federal Express Corporation,13485,K,214,0
FX,Federal Express Corporation,13244,K,17399,0
FX,Federal Express Corporation,13303,K,600,0
FX,Federal Express Corporation,13461,K,97,0
FX,Federal Express Corporation,13342,K,678,0
FX,Federal Express Corporation,10631,K,63,0
FX,Federal Express Corporation,13487,K,452,0
FX,Federal Express Corporation,10693,K,231,0
FX,Federal Express Corporation,15070,K,64,0
FX,Federal Express Corporation,13495,K,144,0
FX,Federal Express Corporation,12478,K,346,0
FX,Federal Express Corporation,11618,K,1989,0
FX,Federal Express Corporation,13931,K,170,0
FX,Federal Express Corporation,13796,K,1979,0
FX,Federal Express Corporation,11013,K,64,0
FX,Federal Express Corporation,13851,K,117,0
FX,Federal Express Corporation,15381,K,63,0
FX,Federal Express Corporation,13871,K,532,0
FX,Federal Express Corporation,13891,K,1146,0
FX,Federal Express Corporation,13204,K,346,0
FX,Federal Express Corporation,15310,K,1,0
FX,Federal Express Corporation,14100,K,380,0
FX,Federal Express Corporation,14107,K,709,0
FX,Federal Express Corporation,14122,K,369,0
FX,Federal Express Corporation,14057,K,903,0
FX,Federal Express Corporation,14307,K,292,0
FX,Federal Express Corporation,14492,K,349,0
FX,Federal Express Corporation,14570,K,268,0
FX,Federal Express Corporation,14524,K,192,0
FX,Federal Express Corporation,14842,K,79,0
FX,Federal Express Corporation,14633,K,84,0
FX,Federal Express Corporation,14576,K,213,0
FX,Federal Express Corporation,14893,K,573,0
FX,Federal Express Corporation,10666,K,128,0
FX,Federal Express Corporation,15016,K,125,0
FX,Federal Express Corporation,14489,K,127,0
FX,Federal Express Corporation,14869,K,862,0
FX,Federal Express Corporation,14683,K,367,0
FX,Federal Express Corporation,14679,K,482,0
FX,Federal Express Corporation,14771,K,128,0
FX,Federal Express Corporation,11980,K,90,0
FX,Federal Express Corporation,14831,K,115,0
FX,Federal Express Corporation,13127,K,64,0
FX,Federal Express Corporation,14843,K,580,0
FX,Federal Express Corporation,12899,K,70,0
FX,Federal Express Corporation,14908,K,64,0
FX,Federal Express Corporation,11050,K,65,0
FX,Federal Express Corporation,14747,K,619,0
FX,Federal Express Corporation,14487,K,151,0
FX,Federal Express Corporation,14814,K,170,0
FX,Federal Express Corporation,14691,K,65,0
FX,Federal Express Corporation,11775,K,335,0
FX,Federal Express Corporation,14905,K,217,0
FX,Federal Express Corporation,12094,K,64,0
FX,Federal Express Corporation,13061,K,110,0
FX,Federal Express Corporation,15096,K,284,0
FX,Federal Express Corporation,12902,K,2,0
FX,Federal Express Corporation,15304,K,346,0
FX,Federal Express Corporation,15376,K,115,0
FX,Federal Express Corporation,13788,K,1,0
FX,Federal Express Corporation,15370,K,223,0
FX,Federal Express Corporation,12264,K,245,0
FX,Federal Express Corporation,11198,K,65,0
FX,Federal Express Corporation,14027,K,64,0
FX,Federal Express Corporation,12917,K,361,0
FX,Federal Express Corporation,12278,K,313,0
FX,Federal Express Corporation,10299,K,1029,0
FX,Federal Express Corporation,10423,K,517,0
FX,Federal Express Corporation,10561,K,136,0
FX,Federal Express Corporation,10194,K,1348,0
FX,Federal Express Corporation,11996,K,165,0
FX,Federal Express Corporation,13158,K,66,0
FX,Federal Express Corporation,14685,K,64,0
FX,Federal Express Corporation,14696,K,114,0
FX,Federal Express Corporation,11884,K,492,0
FX,Federal Express Corporation,14783,K,64,0
FX,Federal Express Corporation,12363,K,192,0
FX,Federal Express Corporation,15249,K,205,0
FX,Federal Express Corporation,11337,K,62,0
FX,Federal Express Corporation,10581,K,77,0
FX,Federal Express Corporation,10713,K,206,0
FX,Federal Express Corporation,14698,K,115,0
FX,Federal Express Corporation,14588,K,70,0
FX,Federal Express Corporation,16101,K,92,0
FX,Federal Express Corporation,13541,K,65,0
FX,Federal Express Corporation,11003,K,172,0
FX,Federal Express Corporation,10154,K,62,0
FX,Federal Express Corporation,15412,K,195,0
FX,Federal Express Corporation,10141,K,62,0
FX,Federal Express Corporation,14457,K,62,0
FX,Federal Express Corporation,10333,K,65,0
FX,Federal Express Corporation,12223,K,115,0
FX,Federal Express Corporation,10654,K,64,0
FX,Federal Express Corporation,14321,K,286,0
FX,Federal Express Corporation,10617,K,64,0
FX,Federal Express Corporation,14252,K,114,0
FX,Federal Express Corporation,10817,K,65,0
FX,Federal Express Corporation,10135,K,197,0
FX,Federal Express Corporation,10785,K,64,0
FX,Federal Express Corporation,11603,K,126,0
FX,Federal Express Corporation,11921,K,66,0
FX,Federal Express Corporation,10918,K,87,0
FX,Federal Express Corporation,12982,K,125,0
FX,Federal Express Corporation,13296,K,141,0
FX,Federal Express Corporation,11002,K,64,0
FX,Federal Express Corporation,13264,K,150,0
FX,Federal Express Corporation,14711,K,188,0
FX,Federal Express Corporation,13476,K,64,0
FX,Federal Express Corporation,10930,K,77,0
FX,Federal Express Corporation,14689,K,71,0
FX,Federal Express Corporation,11315,K,63,0
FX,Federal Express Corporation,11588,K,105,0
FX,Federal Express Corporation,10562,K,131,0
FX,Federal Express Corporation,10558,K,67,0
FX,Federal Express Corporation,11587,K,63,0
FX,Federal Express Corporation,11823,K,127,0
FX,Federal Express Corporation,13546,K,63,0
FX,Federal Express Corporation,11695,K,65,0
FX,Federal Express Corporation,11762,K,65,0
FX,Federal Express Corporation,12018,K,77,0
FX,Federal Express Corporation,11867,K,61,0
FX,Federal Express Corporation,12951,K,65,0
FX,Federal Express Corporation,13785,K,127,0
FX,Federal Express Corporation,13577,K,64,0
FX,Federal Express Corporation,11076,K,60,0
FX,Federal Express Corporation,11049,K,47,0
FX,Federal Express Corporation,12184,K,66,0
FX,Federal Express Corporation,13890,K,66,0
FX,Federal Express Corporation,12206,K,150,0
FX,Federal Express Corporation,12436,K,62,0
FX,Federal Express Corporation,10849,K,165,0
FX,Federal Express Corporation,12335,K,63,0
FX,Federal Express Corporation,11122,K,404,0
FX,Federal Express Corporation,10980,K,64,0
FX,Federal Express Corporation,11630,K,64,0
FX,Federal Express Corporation,11648,K,64,0
FX,Federal Express Corporation,12492,K,71,0
FX,Federal Express Corporation,13486,K,64,0
FX,Federal Express Corporation,11555,K,103,0
FX,Federal Express Corporation,11624,K,64,0
FX,Federal Express Corporation,11150,K,64,0
FX,Federal Express Corporation,13024,K,77,0
FX,Federal Express Corporation,12280,K,67,0
FX,Federal Express Corporation,12956,K,64,0
FX,Federal Express Corporation,14113,K,64,0
FX,Federal Express Corporation,12132,K,64,0
FX,Federal Express Corporation,10627,K,83,0
FX,Federal Express Corporation,13501,K,66,0
FX,Federal Express Corporation,13459,K,65,0
FX,Federal Express Corporation,11308,K,40,0
FX,Federal Express Corporation,13540,K,62,0
FX,Federal Express Corporation,11617,K,64,0
FX,Federal Express Corporation,11637,K,642,0
FX,Federal Express Corporation,11721,K,143,0
FX,Federal Express Corporation,13964,K,79,0
FX,Federal Express Corporation,14150,K,66,0
FX,Federal Express Corporation,14054,K,103,0
FX,Federal Express Corporation,12016,K,13,0
FX,Federal Express Corporation,14120,K,62,0
FX,Federal Express Corporation,13433,K,83,0
FX,Federal Express Corporation,14231,K,77,0
FX,Federal Express Corporation,14520,K,103,0
FX,Federal Express Corporation,14543,K,76,0
FX,Federal Express Corporation,14467,K,78,0
FX,Federal Express Corporation,15380,K,64,0
FX,Federal Express Corporation,14794,K,41,0
FX,Federal Express Corporation,14871,K,64,0
FX,Federal Express Corporation,16857,K,1,0
FX,Federal Express Corporation,14704,K,176,0
FX,Federal Express Corporation,11375,V,8,0
FX,Federal Express Corporation,13244,V,15,0
FX,Federal Express Corporation,13667,V,12,0
FX,Federal Express Corporation,14603,V,1,
FX,Federal Express Corporation,15842,V,1,
FX,Federal Express Corporation,15983,V,1,
FX,Federal Express Corporation,11618,V,1,
FX,Federal Express Corporation,13931,V,1,
FX,Federal Express Corporation,10299,V,1,
FX,Federal Express Corporation,11487,V,1,0
FX,Federal Express Corporation,13772,V,1,
FX,Federal Express Corporation,13785,V,1,
FX,Federal Express Corporation,10136,K,125,0
FX,Federal Express Corporation,15389,K,77,0
FX,Federal Express Corporation,10257,K,179,0
FX,Federal Express Corporation,10140,K,317,0
FX,Federal Express Corporation,10397,K,607,0
FX,Federal Express Corporation,11537,K,114,0
FX,Federal Express Corporation,15041,K,65,0
FX,Federal Express Corporation,10821,K,526,0
FX,Federal Express Corporation,10620,K,139,0
FX,Federal Express Corporation,12154,K,1,0
FX,Federal Express Corporation,10599,K,63,0
FX,Federal Express Corporation,14574,K,63,0
FX,Federal Express Corporation,15458,K,73,0
FX,Federal Express Corporation,10721,K,458,0
FX,Federal Express Corporation,10434,K,15,0
FX,Federal Express Corporation,10792,K,125,0
FX,Federal Express Corporation,10800,K,126,0
FX,Federal Express Corporation,12323,K,62,0
FX,Federal Express Corporation,13246,K,61,0
FX,Federal Express Corporation,15601,K,165,0
FX,Federal Express Corporation,10994,K,49,0
FX,Federal Express Corporation,11057,K,225,0
FX,Federal Express Corporation,11470,K,77,0
FX,Federal Express Corporation,15024,K,81,0
FX,Federal Express Corporation,12365,K,64,0
FX,Federal Express Corporation,12389,K,81,0
FX,Federal Express Corporation,13930,K,584,0
FX,Federal Express Corporation,13862,K,13,0
FX,Federal Express Corporation,15027,K,62,0
FX,Federal Express Corporation,11193,K,127,0
FX,Federal Express Corporation,11042,K,239,0
FX,Federal Express Corporation,11109,K,77,0
FX,Federal Express Corporation,10868,K,174,0
FX,Federal Express Corporation,11298,K,396,0
FX,Federal Express Corporation,12402,K,5,0
FX,Federal Express Corporation,11267,K,63,0
FX,Federal Express Corporation,11292,K,398,0
FX,Federal Express Corporation,11423,K,142,0
FX,Federal Express Corporation,13347,K,64,0
FX,Federal Express Corporation,11433,K,308,0
FX,Federal Express Corporation,13034,K,64,0
FX,Federal Express Corporation,11413,K,77,0
FX,Federal Express Corporation,11097,K,44,0
FX,Federal Express Corporation,11540,K,193,0
FX,Federal Express Corporation,10408,K,64,0
FX,Federal Express Corporation,11697,K,426,0
FX,Federal Express Corporation,14635,K,64,0
FX,Federal Express Corporation,11711,K,140,0
FX,Federal Express Corporation,11638,K,63,0
FX,Federal Express Corporation,11203,K,64,0
FX,Federal Express Corporation,10685,K,75,0
FX,Federal Express Corporation,11986,K,463,0
FX,Federal Express Corporation,12003,K,495,0
FX,Federal Express Corporation,11995,K,601,0
FX,Federal Express Corporation,11415,K,125,0
FX,Federal Express Corporation,13230,K,282,0
FX,Federal Express Corporation,11468,K,82,0
FX,Federal Express Corporation,10529,K,242,0
FX,Federal Express Corporation,10170,K,62,0
FX,Federal Express Corporation,12173,K,717,0
FX,Federal Express Corporation,12266,K,340,0
FX,Federal Express Corporation,12217,K,108,0
FX,Federal Express Corporation,12339,K,3728,0
FX,Federal Express Corporation,16865,K,1,0
FX,Federal Express Corporation,13926,K,1,0
FX,Federal Express Corporation,12441,K,64,0
FX,Federal Express Corporation,10157,K,145,0
FX,Federal Express Corporation,12451,K,184,0
FX,Federal Express Corporation,15525,K,113,0
FX,Federal Express Corporation,13198,K,247,0
FX,Federal Express Corporation,12889,K,334,0
FX,Federal Express Corporation,12992,K,1,0
FX,Federal Express Corporation,12954,K,63,0
FX,Federal Express Corporation,10732,K,528,0
FX,Federal Express Corporation,12892,K,1052,0
FX,Federal Express Corporation,14730,K,188,0
FX,Federal Express Corporation,12896,K,537,0
FX,Federal Express Corporation,13485,K,208,0
FX,Federal Express Corporation,13244,K,16783,0
FX,Federal Express Corporation,13303,K,657,0
FX,Federal Express Corporation,13461,K,85,0
FX,Federal Express Corporation,13342,K,655,0
FX,Federal Express Corporation,10631,K,64,0
FX,Federal Express Corporation,13487,K,436,0
FX,Federal Express Corporation,10693,K,217,0
FX,Federal Express Corporation,15070,K,64,0
FX,Federal Express Corporation,13495,K,140,0
FX,Federal Express Corporation,12478,K,326,0
FX,Federal Express Corporation,13344,K,1,0
FX,Federal Express Corporation,11618,K,1780,0
FX,Federal Express Corporation,10347,K,1,0
FX,Federal Express Corporation,13931,K,159,0
FX,Federal Express Corporation,13796,K,1894,0
FX,Federal Express Corporation,11013,K,64,0
FX,Federal Express Corporation,13851,K,114,0
FX,Federal Express Corporation,15381,K,61,0
FX,Federal Express Corporation,13871,K,506,0
FX,Federal Express Corporation,13891,K,1087,0
FX,Federal Express Corporation,13204,K,336,0
FX,Federal Express Corporation,14100,K,370,0
FX,Federal Express Corporation,14107,K,646,0
FX,Federal Express Corporation,14122,K,363,0
FX,Federal Express Corporation,14057,K,784,0
FX,Federal Express Corporation,14307,K,314,0
FX,Federal Express Corporation,14492,K,319,0
FX,Federal Express Corporation,14570,K,256,0
FX,Federal Express Corporation,14524,K,192,0
FX,Federal Express Corporation,14842,K,67,0
FX,Federal Express Corporation,14633,K,63,0
FX,Federal Express Corporation,14576,K,210,0
FX,Federal Express Corporation,14893,K,551,0
FX,Federal Express Corporation,10666,K,129,0
FX,Federal Express Corporation,15016,K,116,0
FX,Federal Express Corporation,14489,K,127,0
FX,Federal Express Corporation,14869,K,842,0
FX,Federal Express Corporation,14683,K,355,0
FX,Federal Express Corporation,14679,K,468,0
FX,Federal Express Corporation,14771,K,118,0
FX,Federal Express Corporation,11980,K,80,0
FX,Federal Express Corporation,14831,K,113,0
FX,Federal Express Corporation,13127,K,64,0
FX,Federal Express Corporation,14843,K,569,0
FX,Federal Express Corporation,12899,K,72,0
FX,Federal Express Corporation,14908,K,63,0
FX,Federal Express Corporation,11050,K,63,0
FX,Federal Express Corporation,14747,K,612,0
FX,Federal Express Corporation,14487,K,153,0
FX,Federal Express Corporation,14814,K,164,0
FX,Federal Express Corporation,14691,K,50,0
FX,Federal Express Corporation,11775,K,338,0
FX,Federal Express Corporation,14905,K,215,0
FX,Federal Express Corporation,12094,K,63,0
FX,Federal Express Corporation,13061,K,64,0
FX,Federal Express Corporation,15096,K,275,0
FX,Federal Express Corporation,15304,K,344,0
FX,Federal Express Corporation,15376,K,114,0
FX,Federal Express Corporation,13788,K,1,0
FX,Federal Express Corporation,15370,K,228,0
FX,Federal Express Corporation,12264,K,249,0
FX,Federal Express Corporation,11198,K,64,0
FX,Federal Express Corporation,14027,K,61,0
FX,Federal Express Corporation,12917,K,352,0
FX,Federal Express Corporation,12278,K,325,0
FX,Federal Express Corporation,10299,K,1018,0
FX,Federal Express Corporation,14477,K,1,0
FX,Federal Express Corporation,10423,K,516,0
FX,Federal Express Corporation,10561,K,140,0
FX,Federal Express Corporation,10194,K,1224,0
FX,Federal Express Corporation,12212,K,1,0
FX,Federal Express Corporation,16335,K,1,0
FX,Federal Express Corporation,11996,K,160,0
FX,Federal Express Corporation,13158,K,63,0
FX,Federal Express Corporation,14685,K,61,0
FX,Federal Express Corporation,14696,K,112,0
FX,Federal Express Corporation,11884,K,482,0
FX,Federal Express Corporation,14783,K,65,0
FX,Federal Express Corporation,12363,K,190,0
FX,Federal Express Corporation,15249,K,167,0
FX,Federal Express Corporation,11337,K,60,0
